R2 score

+-------------------+------------------+--------------+-------------+---------------+
| обучение образцы  | тестовые образцы | Угол нашивки |  Layer Size | Number Layers |
|        +1.00      |       -0.92      |         90   |        43   |       12      |
|        +0.99      |       -0.65      |          0   |        43   |       12      |
|        +0.98      |       -0.28      |         90   |        43   |       13      |
|        +1.00      |       -0.59      |          0   |        43   |       13      |
|        +0.96      |       -0.96      |         90   |        43   |       14      |
|        +1.00      |       -0.80      |          0   |        43   |       14      |
|        +0.90      |       -1.03      |         90   |        43   |       15      |
|        +0.97      |       -0.65      |          0   |        43   |       15      |
|        +0.99      |       -0.47      |         90   |        43   |       16      |
|        +1.00      |       -0.69      |          0   |        43   |       16      |
|        +1.00      |       -0.67      |         90   |        43   |       17      |
|        +0.99      |       -0.97      |          0   |        43   |       17      |
|        +0.97      |       -0.46      |         90   |        43   |       18      |
|        +0.98      |       -1.25      |          0   |        43   |       18      |
|        +1.00      |       -0.51      |         90   |        43   |       19      |
|        +1.00      |       -0.60      |          0   |        43   |       19      |
|        +1.00      |       -0.40      |         90   |        43   |       20      |
|        +1.00      |       -1.03      |          0   |        43   |       20      |
|        +1.00      |       -0.80      |         90   |        43   |       21      |
|        +1.00      |       -0.43      |          0   |        43   |       21      |
|        +1.00      |       -0.46      |         90   |        43   |       22      |
|        +1.00      |       -0.84      |          0   |        43   |       22      |
|        +0.99      |       -0.95      |         90   |        43   |       23      |
|        +1.00      |       -0.52      |          0   |        43   |       23      |
|        +0.98      |       -0.05      |         90   |        43   |       24      |
|        +0.98      |       -0.66      |          0   |        43   |       24      |
|        +0.99      |       -1.25      |         90   |        43   |       25      |
|        -0.02      |       -0.17      |          0   |        43   |       25      |
|        +0.98      |       -1.03      |         90   |        43   |       26      |
|        +0.98      |       -1.72      |          0   |        43   |       26      |
|        +0.99      |       -1.04      |         90   |        43   |       27      |
|        +1.00      |       -2.25      |          0   |        43   |       27      |
|        +0.91      |       -0.69      |         90   |        43   |       28      |
|        +0.96      |       -1.06      |          0   |        43   |       28      |
|        +0.96      |       -1.01      |         90   |        43   |       29      |
|        +0.99      |       -1.18      |          0   |        43   |       29      |
|        -0.00      |       -0.09      |         90   |        43   |       30      |
|        +0.89      |       -1.09      |          0   |        43   |       30      |
|        -0.06      |       -0.00      |         90   |        43   |       31      |
|        -0.00      |       -0.08      |          0   |        43   |       31      |
|        -0.01      |       -0.04      |         90   |        43   |       32      |
|        -0.03      |       -0.02      |          0   |        43   |       32      |
|        -0.00      |       -0.05      |         90   |        43   |       33      |
|        -0.00      |       -0.08      |          0   |        43   |       33      |
|        -0.00      |       -0.09      |         90   |        43   |       34      |
|        -0.00      |       -0.06      |          0   |        43   |       34      |
|        -0.00      |       -0.10      |         90   |        43   |       35      |
|        -0.01      |       -0.05      |          0   |        43   |       35      |
|        -0.01      |       -0.15      |         90   |        43   |       36      |
|        +0.03      |       -0.53      |          0   |        43   |       36      |
|        -0.02      |       -0.20      |         90   |        43   |       37      |
|        -0.02      |       -0.03      |          0   |        43   |       37      |
|        -0.00      |       -0.07      |         90   |        43   |       38      |
|        -0.01      |       -0.14      |          0   |        43   |       38      |
|        -0.00      |       -0.05      |         90   |        43   |       39      |
|        -0.03      |       -0.01      |          0   |        43   |       39      |
|        -0.09      |       -0.36      |         90   |        43   |       40      |
|        -0.00      |       -0.08      |          0   |        43   |       40      |
|        -0.00      |       -0.12      |         90   |        43   |       41      |
|        -0.01      |       -0.04      |          0   |        43   |       41      |
|        -0.05      |       -0.27      |         90   |        43   |       42      |
|        -0.00      |       -0.05      |          0   |        43   |       42      |
|        -0.00      |       -0.07      |         90   |        43   |       43      |
|        -0.00      |       -0.05      |          0   |        43   |       43      |
|        -0.00      |       -0.09      |         90   |        43   |       44      |
|        -0.04      |       -0.01      |          0   |        43   |       44      |
|        -0.00      |       -0.05      |         90   |        43   |       45      |
|        -0.00      |       -0.12      |          0   |        43   |       45      |
|        -0.01      |       -0.14      |         90   |        43   |       46      |
|        -0.01      |       -0.04      |          0   |        43   |       46      |
|        -0.03      |       -0.22      |         90   |        43   |       47      |
|        -0.15      |       -0.01      |          0   |        43   |       47      |
|        -0.01      |       -0.15      |         90   |        43   |       48      |
|        -0.00      |       -0.07      |          0   |        43   |       48      |
|        -0.00      |       -0.11      |         90   |        43   |       49      |
|        -0.00      |       -0.06      |          0   |        43   |       49      |
|        -0.01      |       -0.17      |         90   |        43   |       50      |
|        -0.00      |       -0.10      |          0   |        43   |       50      |
|        -0.00      |       -0.07      |         90   |        43   |       51      |
|        -0.00      |       -0.05      |          0   |        43   |       51      |
|        -0.00      |       -0.12      |         90   |        43   |       52      |
|        -0.00      |       -0.10      |          0   |        43   |       52      |
|        -0.03      |       -0.21      |         90   |        43   |       53      |
|        -0.01      |       -0.03      |          0   |        43   |       53      |
|        -0.01      |       -0.14      |         90   |        43   |       54      |
|        -0.00      |       -0.07      |          0   |        43   |       54      |
|        -0.02      |       -0.02      |         90   |        43   |       55      |
|        -0.00      |       -0.08      |          0   |        43   |       55      |
|        -0.00      |       -0.12      |         90   |        43   |       56      |
|        -0.00      |       -0.08      |          0   |        43   |       56      |
|        -0.00      |       -0.09      |         90   |        43   |       57      |
|        -0.04      |       -0.23      |          0   |        43   |       57      |
|        -0.00      |       -0.07      |         90   |        43   |       58      |
|        -0.02      |       -0.02      |          0   |        43   |       58      |
|        -0.00      |       -0.05      |         90   |        43   |       59      |
|        -0.01      |       -0.13      |          0   |        43   |       59      |
|        +0.99      |       -1.12      |         90   |        44   |       10      |
|        +0.99      |       -1.49      |          0   |        44   |       10      |
|        +1.00      |       -0.73      |         90   |        44   |       11      |
|        +0.97      |       -1.65      |          0   |        44   |       11      |
|        +1.00      |       -0.94      |         90   |        44   |       12      |
|        +0.99      |       -1.08      |          0   |        44   |       12      |
|        +1.00      |       -1.12      |         90   |        44   |       13      |
|        +1.00      |       -1.18      |          0   |        44   |       13      |
|        +0.98      |       -0.98      |         90   |        44   |       14      |
|        +1.00      |       -1.17      |          0   |        44   |       14      |
|        +1.00      |       -1.56      |         90   |        44   |       15      |
|        +0.99      |       -0.97      |          0   |        44   |       15      |
|        +0.99      |       -1.11      |         90   |        44   |       16      |
|        +1.00      |       -1.03      |          0   |        44   |       16      |
|        +0.97      |       -1.37      |         90   |        44   |       17      |
|        +0.99      |       -0.97      |          0   |        44   |       17      |
|        +1.00      |       -1.11      |         90   |        44   |       18      |
|        +1.00      |       -0.88      |          0   |        44   |       18      |
|        +0.98      |       -1.22      |         90   |        44   |       19      |
|        +0.97      |       -1.03      |          0   |        44   |       19      |
|        +1.00      |       -0.80      |         90   |        44   |       20      |
|        +1.00      |       -0.96      |          0   |        44   |       20      |
|        +0.98      |       -1.30      |         90   |        44   |       21      |
|        +0.99      |       -0.89      |          0   |        44   |       21      |
|        +0.99      |       -1.05      |         90   |        44   |       22      |
|        +1.00      |       -1.04      |          0   |        44   |       22      |
|        +1.00      |       -1.93      |         90   |        44   |       23      |
|        +1.00      |       -1.20      |          0   |        44   |       23      |
|        +0.99      |       -1.31      |         90   |        44   |       24      |
|        +1.00      |       -1.10      |          0   |        44   |       24      |
|        +0.90      |       -1.53      |         90   |        44   |       25      |
|        +0.96      |       -0.66      |          0   |        44   |       25      |
|        +0.98      |       -0.64      |         90   |        44   |       26      |
|        +0.99      |       -0.91      |          0   |        44   |       26      |
|        +1.00      |       -1.42      |         90   |        44   |       27      |
|        +0.99      |       -0.95      |          0   |        44   |       27      |
|        +0.99      |       -1.78      |         90   |        44   |       28      |
|        +1.00      |       -1.25      |          0   |        44   |       28      |
|        +0.96      |       -1.24      |         90   |        44   |       29      |
|        +1.00      |       -1.10      |          0   |        44   |       29      |
|        +1.00      |       -1.67      |         90   |        44   |       30      |
|        +1.00      |       -1.34      |          0   |        44   |       30      |
|        +0.96      |       -0.67      |         90   |        44   |       31      |
|        +1.00      |       -1.03      |          0   |        44   |       31      |
|        -0.02      |       -0.17      |         90   |        44   |       32      |
|        -0.00      |       -0.07      |          0   |        44   |       32      |
|        -0.01      |       -0.14      |         90   |        44   |       33      |
|        -0.01      |       -0.03      |          0   |        44   |       33      |
|        -0.02      |       -0.02      |         90   |        44   |       34      |
|        -0.01      |       -0.13      |          0   |        44   |       34      |
|        -0.06      |       -0.30      |         90   |        44   |       35      |
|        -0.03      |       -0.02      |          0   |        44   |       35      |
|        -0.02      |       -0.02      |         90   |        44   |       36      |
|        -0.03      |       -0.20      |          0   |        44   |       36      |
|        -0.01      |       -0.14      |         90   |        44   |       37      |
|        -0.00      |       -0.08      |          0   |        44   |       37      |
|        -0.00      |       -0.12      |         90   |        44   |       38      |
|        -0.00      |       -0.12      |          0   |        44   |       38      |
|        -0.01      |       -0.15      |         90   |        44   |       39      |
|        -0.02      |       -0.02      |          0   |        44   |       39      |
|        -0.03      |       -0.01      |         90   |        44   |       40      |
|        -0.05      |       -0.25      |          0   |        44   |       40      |
|        -0.02      |       -0.02      |         90   |        44   |       41      |
|        -0.00      |       -0.08      |          0   |        44   |       41      |
|        -0.02      |       -0.20      |         90   |        44   |       42      |
|        -0.01      |       -0.03      |          0   |        44   |       42      |
|        -0.00      |       -0.06      |         90   |        44   |       43      |
|        -0.02      |       -0.02      |          0   |        44   |       43      |
|        -0.00      |       -0.05      |         90   |        44   |       44      |
|        -0.00      |       -0.10      |          0   |        44   |       44      |
|        -0.02      |       -0.02      |         90   |        44   |       45      |
|        -0.04      |       -0.22      |          0   |        44   |       45      |
|        -0.00      |       -0.06      |         90   |        44   |       46      |
|        -0.05      |       -0.00      |          0   |        44   |       46      |
|        -0.02      |       -0.02      |         90   |        44   |       47      |
|        -0.01      |       -0.03      |          0   |        44   |       47      |
|        -0.00      |       -0.07      |         90   |        44   |       48      |
|        -0.00      |       -0.05      |          0   |        44   |       48      |
|        -0.00      |       -0.12      |         90   |        44   |       49      |
|        -0.01      |       -0.15      |          0   |        44   |       49      |
|        -0.05      |       -0.28      |         90   |        44   |       50      |
|        -0.01      |       -0.14      |          0   |        44   |       50      |
|        -0.00      |       -0.07      |         90   |        44   |       51      |
|        -0.00      |       -0.08      |          0   |        44   |       51      |
|        -0.04      |       -0.25      |         90   |        44   |       52      |
|        -0.00      |       -0.06      |          0   |        44   |       52      |
|        -0.01      |       -0.03      |         90   |        44   |       53      |
|        -0.03      |       -0.01      |          0   |        44   |       53      |
|        -0.00      |       -0.05      |         90   |        44   |       54      |
|        -0.00      |       -0.05      |          0   |        44   |       54      |
|        -0.01      |       -0.17      |         90   |        44   |       55      |
|        -0.00      |       -0.11      |          0   |        44   |       55      |
|        -0.01      |       -0.14      |         90   |        44   |       56      |
|        -0.01      |       -0.13      |          0   |        44   |       56      |
|        -0.00      |       -0.05      |         90   |        44   |       57      |
|        -0.02      |       -0.02      |          0   |        44   |       57      |
|        -0.01      |       -0.15      |         90   |        44   |       58      |
|        -0.00      |       -0.06      |          0   |        44   |       58      |
|        -0.00      |       -0.11      |         90   |        44   |       59      |
|        -0.00      |       -0.08      |          0   |        44   |       59      |
|        +0.99      |       -0.87      |         90   |        45   |       10      |
|        +1.00      |       -1.18      |          0   |        45   |       10      |
|        +1.00      |       -0.77      |         90   |        45   |       11      |
|        +1.00      |       -0.94      |          0   |        45   |       11      |
|        +1.00      |       -0.94      |         90   |        45   |       12      |
|        +1.00      |       -1.25      |          0   |        45   |       12      |
|        +0.99      |       -0.72      |         90   |        45   |       13      |
|        +0.99      |       -0.75      |          0   |        45   |       13      |
|        +0.99      |       -0.84      |         90   |        45   |       14      |
|        +0.99      |       -1.20      |          0   |        45   |       14      |
|        +1.00      |       -0.76      |         90   |        45   |       15      |
|        +1.00      |       -1.10      |          0   |        45   |       15      |
|        +1.00      |       -0.87      |         90   |        45   |       16      |
|        +0.99      |       -0.98      |          0   |        45   |       16      |
|        +1.00      |       -1.21      |         90   |        45   |       17      |
|        +1.00      |       -0.90      |          0   |        45   |       17      |
|        +0.98      |       -0.89      |         90   |        45   |       18      |
|        +1.00      |       -1.40      |          0   |        45   |       18      |
|        +1.00      |       -1.01      |         90   |        45   |       19      |
|        +0.99      |       -1.29      |          0   |        45   |       19      |
|        +0.99      |       -1.15      |         90   |        45   |       20      |
|        +0.98      |       -1.29      |          0   |        45   |       20      |
|        +1.00      |       -0.74      |         90   |        45   |       21      |
|        +0.99      |       -1.51      |          0   |        45   |       21      |
|        +0.99      |       -0.67      |         90   |        45   |       22      |
|        +0.98      |       -1.20      |          0   |        45   |       22      |
|        +1.00      |       -0.97      |         90   |        45   |       23      |
|        +1.00      |       -1.44      |          0   |        45   |       23      |
|        +0.98      |       -1.25      |         90   |        45   |       24      |
|        +0.99      |       -1.63      |          0   |        45   |       24      |
|        +1.00      |       -0.75      |         90   |        45   |       25      |
|        +0.99      |       -1.39      |          0   |        45   |       25      |
|        +0.99      |       -1.20      |         90   |        45   |       26      |
|        +0.51      |       -0.41      |          0   |        45   |       26      |
|        +1.00      |       -0.83      |         90   |        45   |       27      |
|        +0.90      |       -0.93      |          0   |        45   |       27      |
|        +1.00      |       -0.58      |         90   |        45   |       28      |
|        +0.99      |       -1.31      |          0   |        45   |       28      |
|        -0.00      |       -0.13      |         90   |        45   |       29      |
|        -0.05      |       -0.00      |          0   |        45   |       29      |
|        -0.00      |       -0.12      |         90   |        45   |       30      |
|        -0.00      |       -0.11      |          0   |        45   |       30      |
|        -0.00      |       -0.07      |         90   |        45   |       31      |
|        +0.89      |       -0.74      |          0   |        45   |       31      |
|        -0.02      |       -0.20      |         90   |        45   |       32      |
|        -0.03      |       -0.22      |          0   |        45   |       32      |
|        -0.00      |       -0.11      |         90   |        45   |       33      |
|        -0.01      |       -0.15      |          0   |        45   |       33      |
|        -0.00      |       -0.05      |         90   |        45   |       34      |
|        -0.06      |       -0.27      |          0   |        45   |       34      |
|        -0.00      |       -0.09      |         90   |        45   |       35      |
|        -0.00      |       -0.09      |          0   |        45   |       35      |
|        -0.00      |       -0.05      |         90   |        45   |       36      |
|        -0.00      |       -0.10      |          0   |        45   |       36      |
|        -0.00      |       -0.07      |         90   |        45   |       37      |
|        -0.03      |       -0.02      |          0   |        45   |       37      |
|        -0.02      |       -0.19      |         90   |        45   |       38      |
|        -0.00      |       -0.07      |          0   |        45   |       38      |
|        -0.00      |       -0.13      |         90   |        45   |       39      |
|        -0.02      |       -0.03      |          0   |        45   |       39      |
|        -0.01      |       -0.03      |         90   |        45   |       40      |
|        -0.01      |       -0.04      |          0   |        45   |       40      |
|        -0.00      |       -0.08      |         90   |        45   |       41      |
|        -0.02      |       -0.03      |          0   |        45   |       41      |
|        -0.00      |       -0.08      |         90   |        45   |       42      |
|        -0.01      |       -0.03      |          0   |        45   |       42      |
|        -0.00      |       -0.11      |         90   |        45   |       43      |
|        -0.04      |       -0.23      |          0   |        45   |       43      |
|        -0.00      |       -0.06      |         90   |        45   |       44      |
|        -0.00      |       -0.13      |          0   |        45   |       44      |
|        -0.01      |       -0.04      |         90   |        45   |       45      |
|        -0.06      |       -0.00      |          0   |        45   |       45      |
|        -0.01      |       -0.04      |         90   |        45   |       46      |
|        -0.00      |       -0.05      |          0   |        45   |       46      |
|        -0.01      |       -0.14      |         90   |        45   |       47      |
|        -0.03      |       -0.20      |          0   |        45   |       47      |
|        -0.01      |       -0.04      |         90   |        45   |       48      |
|        -0.00      |       -0.05      |          0   |        45   |       48      |
|        -0.00      |       -0.09      |         90   |        45   |       49      |
|        -0.02      |       -0.03      |          0   |        45   |       49      |
|        -0.00      |       -0.05      |         90   |        45   |       50      |
|        -0.00      |       -0.06      |          0   |        45   |       50      |
|        -0.04      |       -0.24      |         90   |        45   |       51      |
|        -0.00      |       -0.05      |          0   |        45   |       51      |
|        -0.00      |       -0.11      |         90   |        45   |       52      |
|        -0.01      |       -0.04      |          0   |        45   |       52      |
|        -0.02      |       -0.02      |         90   |        45   |       53      |
|        -0.00      |       -0.06      |          0   |        45   |       53      |
|        -0.00      |       -0.05      |         90   |        45   |       54      |
|        -0.00      |       -0.08      |          0   |        45   |       54      |
|        -0.00      |       -0.09      |         90   |        45   |       55      |
|        -0.01      |       -0.16      |          0   |        45   |       55      |
|        -0.00      |       -0.10      |         90   |        45   |       56      |
|        -0.03      |       -0.01      |          0   |        45   |       56      |
|        -0.01      |       -0.03      |         90   |        45   |       57      |
|        -0.01      |       -0.14      |          0   |        45   |       57      |
|        -0.03      |       -0.23      |         90   |        45   |       58      |
|        -0.07      |       -0.00      |          0   |        45   |       58      |
|        -0.00      |       -0.10      |         90   |        45   |       59      |
|        -0.02      |       -0.17      |          0   |        45   |       59      |
|        +0.99      |       -0.69      |         90   |        46   |       10      |
|        +1.00      |       -0.63      |          0   |        46   |       10      |
|        +1.00      |       -0.95      |         90   |        46   |       11      |
|        +0.97      |       -1.05      |          0   |        46   |       11      |
|        +0.98      |       -1.36      |         90   |        46   |       12      |
|        +1.00      |       -1.09      |          0   |        46   |       12      |
|        +0.99      |       -0.46      |         90   |        46   |       13      |
|        +0.98      |       -0.79      |          0   |        46   |       13      |
|        +1.00      |       -0.97      |         90   |        46   |       14      |
|        +1.00      |       -0.71      |          0   |        46   |       14      |
|        +1.00      |       -0.57      |         90   |        46   |       15      |
|        +0.98      |       -0.81      |          0   |        46   |       15      |
|        +0.96      |       -0.56      |         90   |        46   |       16      |
|        +1.00      |       -0.77      |          0   |        46   |       16      |
|        +0.98      |       -0.46      |         90   |        46   |       17      |
|        +0.99      |       -0.62      |          0   |        46   |       17      |
|        +1.00      |       -0.94      |         90   |        46   |       18      |
|        +1.00      |       -1.03      |          0   |        46   |       18      |
|        +1.00      |       -0.50      |         90   |        46   |       19      |
|        +1.00      |       -0.91      |          0   |        46   |       19      |
|        +0.99      |       -0.80      |         90   |        46   |       20      |
|        +1.00      |       -0.91      |          0   |        46   |       20      |
|        +1.00      |       -0.73      |         90   |        46   |       21      |
|        +0.99      |       -0.87      |          0   |        46   |       21      |
|        +0.99      |       -0.62      |         90   |        46   |       22      |
|        +0.99      |       -0.57      |          0   |        46   |       22      |
|        +0.98      |       -0.61      |         90   |        46   |       23      |
|        +0.99      |       -0.70      |          0   |        46   |       23      |
|        +1.00      |       -1.07      |         90   |        46   |       24      |
|        +1.00      |       -0.78      |          0   |        46   |       24      |
|        +0.98      |       -1.08      |         90   |        46   |       25      |
|        +1.00      |       -0.15      |          0   |        46   |       25      |
|        +0.99      |       -0.82      |         90   |        46   |       26      |
|        +1.00      |       -1.31      |          0   |        46   |       26      |
|        -0.00      |       -0.07      |         90   |        46   |       27      |
|        -0.00      |       -0.07      |          0   |        46   |       27      |
|        +1.00      |       -1.41      |         90   |        46   |       28      |
|        +0.97      |       -1.31      |          0   |        46   |       28      |
|        -0.03      |       -0.22      |         90   |        46   |       29      |
|        -0.00      |       -0.07      |          0   |        46   |       29      |
|        +0.99      |       -1.46      |         90   |        46   |       30      |
|        +0.99      |       -0.99      |          0   |        46   |       30      |
|        +1.00      |       -0.76      |         90   |        46   |       31      |
|        -0.01      |       -0.15      |          0   |        46   |       31      |
|        -0.01      |       -0.17      |         90   |        46   |       32      |
|        -0.00      |       -0.08      |          0   |        46   |       32      |
|        -0.02      |       -0.17      |         90   |        46   |       33      |
|        -0.00      |       -0.08      |          0   |        46   |       33      |
|        -0.15      |       -0.49      |         90   |        46   |       34      |
|        -0.00      |       -0.11      |          0   |        46   |       34      |
|        -0.00      |       -0.06      |         90   |        46   |       35      |
|        -0.02      |       -0.02      |          0   |        46   |       35      |
|        -0.04      |       -0.25      |         90   |        46   |       36      |
|        -0.00      |       -0.11      |          0   |        46   |       36      |
|        -0.00      |       -0.06      |         90   |        46   |       37      |
|        -0.00      |       -0.05      |          0   |        46   |       37      |
|        -0.00      |       -0.05      |         90   |        46   |       38      |
|        -0.00      |       -0.07      |          0   |        46   |       38      |
|        -0.00      |       -0.05      |         90   |        46   |       39      |
|        -0.02      |       -0.17      |          0   |        46   |       39      |
|        -0.01      |       -0.14      |         90   |        46   |       40      |
|        -0.05      |       -0.00      |          0   |        46   |       40      |
|        -0.03      |       -0.01      |         90   |        46   |       41      |
|        -0.00      |       -0.09      |          0   |        46   |       41      |
|        -0.01      |       -0.04      |         90   |        46   |       42      |
|        -0.00      |       -0.07      |          0   |        46   |       42      |
|        -0.01      |       -0.17      |         90   |        46   |       43      |
|        -0.01      |       -0.04      |          0   |        46   |       43      |
|        -0.03      |       -0.23      |         90   |        46   |       44      |
|        -0.00      |       -0.12      |          0   |        46   |       44      |
|        -0.00      |       -0.10      |         90   |        46   |       45      |
|        -0.00      |       -0.10      |          0   |        46   |       45      |
|        -0.06      |       -0.00      |         90   |        46   |       46      |
|        -0.05      |       -0.25      |          0   |        46   |       46      |
|        -0.01      |       -0.15      |         90   |        46   |       47      |
|        -0.02      |       -0.19      |          0   |        46   |       47      |
|        -0.03      |       -0.01      |         90   |        46   |       48      |
|        -0.00      |       -0.12      |          0   |        46   |       48      |
|        -0.01      |       -0.14      |         90   |        46   |       49      |
|        -0.00      |       -0.07      |          0   |        46   |       49      |
|        -0.00      |       -0.07      |         90   |        46   |       50      |
|        -0.00      |       -0.08      |          0   |        46   |       50      |
|        -0.03      |       -0.01      |         90   |        46   |       51      |
|        -0.00      |       -0.05      |          0   |        46   |       51      |
|        -0.01      |       -0.04      |         90   |        46   |       52      |
|        -0.01      |       -0.03      |          0   |        46   |       52      |
|        -0.01      |       -0.04      |         90   |        46   |       53      |
|        -0.00      |       -0.10      |          0   |        46   |       53      |
|        -0.00      |       -0.12      |         90   |        46   |       54      |
|        -0.00      |       -0.08      |          0   |        46   |       54      |
|        -0.00      |       -0.07      |         90   |        46   |       55      |
|        -0.01      |       -0.03      |          0   |        46   |       55      |
|        -0.00      |       -0.12      |         90   |        46   |       56      |
|        -0.01      |       -0.04      |          0   |        46   |       56      |
|        -0.02      |       -0.18      |         90   |        46   |       57      |
|        -0.02      |       -0.02      |          0   |        46   |       57      |
|        -0.01      |       -0.17      |         90   |        46   |       58      |
|        -0.00      |       -0.09      |          0   |        46   |       58      |
|        -0.02      |       -0.18      |         90   |        46   |       59      |
|        -0.00      |       -0.07      |          0   |        46   |       59      |
|        +0.98      |       -0.61      |         90   |        47   |       10      |
|        +0.99      |       -0.82      |          0   |        47   |       10      |
|        +0.99      |       -1.00      |         90   |        47   |       11      |
|        +1.00      |       -0.63      |          0   |        47   |       11      |
|        +1.00      |       -0.64      |         90   |        47   |       12      |
|        +0.99      |       -1.05      |          0   |        47   |       12      |
|        +1.00      |       -0.94      |         90   |        47   |       13      |
|        +0.97      |       -1.10      |          0   |        47   |       13      |
|        +0.99      |       -1.04      |         90   |        47   |       14      |
|        +1.00      |       -0.46      |          0   |        47   |       14      |
|        +0.99      |       -0.43      |         90   |        47   |       15      |
|        +1.00      |       -0.95      |          0   |        47   |       15      |
|        +1.00      |       -0.81      |         90   |        47   |       16      |
|        +1.00      |       -0.69      |          0   |        47   |       16      |
|        +1.00      |       -1.14      |         90   |        47   |       17      |
|        +0.99      |       -0.83      |          0   |        47   |       17      |
|        +0.99      |       -0.64      |         90   |        47   |       18      |
|        +1.00      |       -1.21      |          0   |        47   |       18      |
|        +0.98      |       -0.93      |         90   |        47   |       19      |
|        +0.98      |       -0.98      |          0   |        47   |       19      |
|        +1.00      |       -0.64      |         90   |        47   |       20      |
|        +0.99      |       -0.53      |          0   |        47   |       20      |
|        +0.99      |       -1.08      |         90   |        47   |       21      |
|        +1.00      |       -0.73      |          0   |        47   |       21      |
|        +1.00      |       -0.69      |         90   |        47   |       22      |
|        +1.00      |       -0.87      |          0   |        47   |       22      |
|        +0.98      |       -0.77      |         90   |        47   |       23      |
|        +1.00      |       -0.87      |          0   |        47   |       23      |
|        +1.00      |       -1.33      |         90   |        47   |       24      |
|        +1.00      |       -0.56      |          0   |        47   |       24      |
|        +0.99      |       -0.91      |         90   |        47   |       25      |
|        +0.99      |       -0.91      |          0   |        47   |       25      |
|        +1.00      |       -1.16      |         90   |        47   |       26      |
|        +0.91      |       -0.68      |          0   |        47   |       26      |
|        +1.00      |       -0.68      |         90   |        47   |       27      |
|        +1.00      |       -0.96      |          0   |        47   |       27      |
|        +1.00      |       -1.06      |         90   |        47   |       28      |
|        +0.98      |       -0.57      |          0   |        47   |       28      |
|        +0.99      |       -0.93      |         90   |        47   |       29      |
|        +0.99      |       -0.61      |          0   |        47   |       29      |
|        +0.99      |       -1.06      |         90   |        47   |       30      |
|        +1.00      |       -0.58      |          0   |        47   |       30      |
|        -0.02      |       -0.20      |         90   |        47   |       31      |
|        -0.01      |       -0.04      |          0   |        47   |       31      |
|        +0.98      |       -2.15      |         90   |        47   |       32      |
|        +0.99      |       -0.52      |          0   |        47   |       32      |
|        +0.99      |       -1.10      |         90   |        47   |       33      |
|        +1.00      |       -0.89      |          0   |        47   |       33      |
|        +0.98      |       -1.25      |         90   |        47   |       34      |
|        +0.99      |       -0.74      |          0   |        47   |       34      |
|        -0.02      |       -0.20      |         90   |        47   |       35      |
|        -0.00      |       -0.07      |          0   |        47   |       35      |
|        +0.96      |       -1.19      |         90   |        47   |       36      |
|        +1.00      |       -0.72      |          0   |        47   |       36      |
|        -0.00      |       -0.05      |         90   |        47   |       37      |
|        +0.98      |       -0.94      |          0   |        47   |       37      |
|        -0.01      |       -0.15      |         90   |        47   |       38      |
|        -0.01      |       -0.14      |          0   |        47   |       38      |
|        -0.00      |       -0.06      |         90   |        47   |       39      |
|        +1.00      |       -0.95      |          0   |        47   |       39      |
|        -0.02      |       -0.19      |         90   |        47   |       40      |
|        -0.06      |       -0.28      |          0   |        47   |       40      |
|        -0.00      |       -0.07      |         90   |        47   |       41      |
|        -0.01      |       -0.14      |          0   |        47   |       41      |
|        -0.00      |       -0.10      |         90   |        47   |       42      |
|        -0.00      |       -0.13      |          0   |        47   |       42      |
|        -0.06      |       -0.29      |         90   |        47   |       43      |
|        -0.01      |       -0.16      |          0   |        47   |       43      |
|        -0.04      |       -0.00      |         90   |        47   |       44      |
|        -0.00      |       -0.05      |          0   |        47   |       44      |
|        -0.01      |       -0.16      |         90   |        47   |       45      |
|        -0.00      |       -0.12      |          0   |        47   |       45      |
|        -0.01      |       -0.15      |         90   |        47   |       46      |
|        -0.01      |       -0.13      |          0   |        47   |       46      |
|        -0.01      |       -0.03      |         90   |        47   |       47      |
|        -0.00      |       -0.09      |          0   |        47   |       47      |
|        -0.00      |       -0.05      |         90   |        47   |       48      |
|        -0.00      |       -0.11      |          0   |        47   |       48      |
|        -0.00      |       -0.05      |         90   |        47   |       49      |
|        -0.01      |       -0.16      |          0   |        47   |       49      |
|        -0.00      |       -0.10      |         90   |        47   |       50      |
|        -0.00      |       -0.09      |          0   |        47   |       50      |
|        -0.02      |       -0.19      |         90   |        47   |       51      |
|        -0.00      |       -0.10      |          0   |        47   |       51      |
|        -0.00      |       -0.11      |         90   |        47   |       52      |
|        -0.01      |       -0.14      |          0   |        47   |       52      |
|        -0.00      |       -0.06      |         90   |        47   |       53      |
|        -0.00      |       -0.12      |          0   |        47   |       53      |
|        -0.00      |       -0.05      |         90   |        47   |       54      |
|        -0.00      |       -0.06      |          0   |        47   |       54      |
|        -0.02      |       -0.02      |         90   |        47   |       55      |
|        -0.00      |       -0.05      |          0   |        47   |       55      |
|        -0.02      |       -0.19      |         90   |        47   |       56      |
|        -0.00      |       -0.09      |          0   |        47   |       56      |
|        -0.01      |       -0.03      |         90   |        47   |       57      |
|        -0.03      |       -0.21      |          0   |        47   |       57      |
|        -0.00      |       -0.06      |         90   |        47   |       58      |
|        -0.01      |       -0.15      |          0   |        47   |       58      |
|        -0.02      |       -0.18      |         90   |        47   |       59      |
|        -0.01      |       -0.04      |          0   |        47   |       59      |
|        +1.00      |       -1.00      |         90   |        48   |       10      |
